Carrier,ID ,Search Ring Name ID,Block,Lot,Zoning District,Hight and Bulk District,Type of Building,Preference (1-7),Type of Consumer Services,Type of Consumer Products,Number of Antennas,Location of BTS,Type of Technology,Radio Frequency Range (Megahertz),Power Output of Equipment (Watts),Height to Top of Antenna,Name of Community Liason,Phone Number of Community Liason,Comments,Latitude,Longitude
AT&T,CCL07084F_R02,CRAN_RSFR_SFOK10_002,1523,46B,NC-3,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.78027,-122.48101
AT&T,CCL07085F_R02,CRAN_RSFR_SFOK10_005,1657,051,RM-1,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.77302,-122.47209
AT&T,CCL07086F_R02,CRAN_389 9th_SFOK10_009,1426,022,NCD,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.78296,-122.46608
AT&T,CCL07088F_R02,CRAN_389 9th_SFOK10_013,143,0047,RM-1,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.78483,-122.46553
AT&T,CCL07089F_R01,CRAN_RSFR_SFOK10_016,1084,005,NC-3,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.78136,-122.45689
AT&T,CCL07090F_R01,CRAN_RSFR_SFOK10_018,1108,003C,RH-2,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.78062,-122.44736
AT&T,CCL07090F_R02,CRAN_RSFR_SFOK10_033,1111,002,RM-1,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.77879,-122.44660
AT&T,CCL07090F_R03,CRAN_RSFR_SFOK10_034,1119,014,RH-1,25-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.77915,-122.44376
AT&T,CCL07091F_R01,CRAN_2345 Pine_SFOK10_019,1081,042,RH-3,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.78284,-122.44436
AT&T,CCL07091F_R02,CRAN_RSFR_SFOK10_030,0707,021,RM-3,130-B,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.78309,-122.43432
AT&T,CCL07091F_R03,CRAN_RSFR_SFOK10_035,1155,020,NCT,65-A,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.778241,-122.438357
AT&T,CCL07092F_R01,CRAN_RSFR_SFOK10_021,1008,011,NCD,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.78811,-122.44809
AT&T,CCL07092F_R02,CRAN_2345 Pine_SFOK10_022,1032,003,RM-1,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.78702,-122.44802
AT&T,CCL07093F_R01,CRAN_2345 Pine_SFOK10_023,1024,015,RH-2,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.78774,-122.44366
AT&T,CCL07094F_R01,CRAN_RSFR_SFOK10_025,0660,019,NCD,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.78706,-122.43342
AT&T,CCL07094F_R02,CRAN_2345 Pine_SFOK10_026,0686,034,NCD,50-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.78563,-122.42976
AT&T,CCL07094F_R03,CRAN_RSFR_SFOK10_027,0685,001,NCD,50-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.78634,-122.43005
AT&T,CCL07095F_R02,"CRAN_2345 Pine St, SF_SFOK10_029",0707,001,NCT,130-B,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.78409,-122.43294
AT&T,CCL07095F_R03,"CRAN_2345 Pine St, SF_SFOK10_031",0731,020,NCT/RM-3,130-B/160-F,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.78222,-122.43260
AT&T,CCL07096F_R01,CRAN_RSFR_SFOK10_010,1145,003,RH-2,80-D,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,31,Melissa Murphree,925-963-8027,,37.77638,-122.45301
AT&T,CCL07096F_R02,CRAN_389 9th_SFOK10_032,1147,017,RH-2,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.77799,-122.45133
AT&T,CCL07096F_R03,CRAN_RSFR_VISTA_012,1036,044,NC-S,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.786324,-122.453563
AT&T,CCL07097F_R01,CRAN_RSFR_SFOK10_036,1177,001,RM1,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.77726,-122.44180
AT&T,CCL07097F_R02,CRAN_2345 Pine_SFOK10_037,1175,031-171,NC-S,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.77597,-122.44586
AT&T,CCL07097F_R03,CRAN_RSFR_SFOK10_044,1196,001,P,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.77385,-122.44765
AT&T,CCL07098F_R02,CRAN_389 9th_SFOK10_040,1212,054,RM-1,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.77226,-122.45236
AT&T,CCL07098F_R03,CRAN_RSFR_SFOK10_041,1228,006,NCD,50-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76951,-122.45353
AT&T,CCL07101F_R01,"CRAN_1 McCoppin, SF_SFOK10_046",1215,015,NCT,65-A,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.77386,-122.43762
AT&T,CCL07101F_R02,CRAN_RSFR_SFOK10_047,1217,020,NCT,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.77239,-122.43718
AT&T,CCL07101F_R03,CRAN_RSFR_SFOK10_048,1234,006,RM-1,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.77053,-122.44230
AT&T,CCL07102F_R01,CRAN_389 9th_SFOK10_050,1250,023,NCD,50-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76788,-122.45320
AT&T,CCL07102F_R02,CRAN_389 9th_SFOK10_051,1262,021,NC-1,50-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76652,-122.45295
AT&T,CCL07103F_R01,CRAN_RSFR_SFOK10_052,1265,026,RH-3,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76581,-122.45706
AT&T,CCL07103F_R02,CRAN_RSFR_SFOK10_053,1742,15C,NCD,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76416,-122.46581
AT&T,CCL07103F_R03,CRAN_1515 19th_SFOK10_061,1289,084-6,RH-2,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76143,-122.45185
AT&T,CCL07104F_R01,CRAN_1515 19th_SFOK10_054,1737,005,NCD,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76392,-122.47076
AT&T,CCL07104F_R02,CRAN_1515 19th Avenue _SFOK10_056,1741,054,RH-2,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76591,-122.46698
AT&T,CCL07104F_R03,CRAN_1515 19th_SFOK10_057,1764,042,NCD,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76393,-122.46725
AT&T,CCL07105F_R01,CRAN_RSFR_SFOK10_055,1774,046,NCD,105-A,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76346,-122.47773
AT&T,CCL07105F_R02,CRAN_1515 19th_SFOK10_059,1775,046,NCD,105-A,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76341,-122.47916
AT&T,CCL07106F_R02,CRAN_RSFR_SFOK10_073,1253,024,RH3,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76711,-122.44814
AT&T,CCL07107F_R01,CRAN_RSFR_SFOK10_064,3539,001,RH-3,130-E/65-D,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.768965,-122.4357
AT&T,CCL07107F_R02,CRAN_1 McCoppin_SFOK10_074,3538,001,RTO,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76926,-122.43157
AT&T,CCL07107F_R03,CRAN_RSFR_SFOK10_079,3537,016,NCT,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76783,-122.42910
AT&T,CCL07108F_R01,CRAN_1 McCoppin_SFOK10_062,2629,010,RH-2,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76210,-122.44684
AT&T,CCL07109F_R01,CRAN_1 McCoppin_SFOK10_069,0828,023,RM-3,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.77498,-122.42997
AT&T,CCL07110F_R01,CRAN_RSFR_SFOK10_070,3564,162,NCT,50-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76419,-122.43284
AT&T,CCL07110F_R02,CRAN_RSFR_SFOK10_071,3599,001,P,OS,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.7585756,-122.4280621
AT&T,CCL07111F_R02,CRAN_1 McCoppin_SFOK10_080,3555,059,NCT,55-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76465,-122.42411
AT&T,CCL07111F_R03,CRAN_RSFR_SFOK10_083,3554,016,NCT,55-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76509,-122.42184
AT&T,CCL07112F_R02,CRAN_1 McCoppin_SFOK10_081,3532,091,NCT-3,50-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76869,-122.42216
AT&T,CCL07112F_R03,"CRAN_1 McCoppin, SF_SFOK10_082",3547,010,NCT,55-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76696,-122.42205
AT&T,CCL07113F_R01,CRAN_RSFR_SFOK10_084,3569,038,NCT,55-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76347,-122.42165
AT&T,CCL07113F_R02,CRAN_RSFR_SFOK10_098,3589,002,NCT,65-B,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76152,-122.41949
AT&T,CCL07113F_R03,CRAN_RSFR_SFOK10_099,3576,001,NCT,80-B,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76336,-122.41971
AT&T,CCL07114F_R01,CRAN_3333 25th Street_SFOK10_085,3596,098,NCT,55-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.75979,-122.42134
AT&T,CCL07114F_R03,CRAN_RSFR_SFOK10_097,3596,001,NCT,55-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.760179,-122.41937
AT&T,CCL07115F_R01,CRAN_RSFR_SFOK10_086,3609,039,NCT,50-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.75820,-122.42116
AT&T,CCL07115F_R02,CRAN_3333 25th_SFOK10_087,3643,034,P,45-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.75341,-122.42071
AT&T,CCL07116F_R01,CRAN_3333 25th Street_SFOK10_088,3644,021,NCT,55-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.75237,-122.42082
AT&T,CCL07116F_R02,CRAN_RSFR_SFOK10_089,6528,052,NCT,65-B,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.74912,-122.41801
AT&T,CCL07116F_R03,CRAN_RSFR_SFOK10_090,6571,052,NCT,65-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.748229,-122.41505
AT&T,CCL07117F_R01,CRAN_RSFR_SFSO1_006,6959,028,NC3,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.72103,-122.43772
AT&T,CCL07121F_R01,CRAN_3333 25th_SFOK10_091,4337,009,RH-2,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.74834,-122.40980
AT&T,CCL07122F_R01,CRAN_3333 25th_SFOK10_093,4268,035,NCT,45-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.75270,-122.40994
AT&T,CCL07122F_R02,CRAN_3333 25th_SFOK10_094,6519,040,NCT,55-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.75229,-122.41617
AT&T,CCL07361F_R01,CRAN_RSFR_SFSO1_012,3115,043,NC-1,32-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.73145,-122.44971
AT&T,CCL07364F_R01,CRAN_RSFR_SFSO1_021,6755,026,P,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.733372,-122.43381
AT&T,CCL07385F_R02,CRAN_RSFR_SFSO1_016,5746,019,NC-2,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.73556,-122.424548
AT&T,CCL07385F_R03,CRAN_RSFR_SFSO1_018,5719,001,NC-2,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.73674,-122.42435
AT&T,CCL07391F_R01,CRAN_RSFR_VISTA_003,1190,001,RH3,80-D,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.77331,-122.45428
AT&T,CCL07391F_R02,CRAN_RSFR_VISTA_009,1188,037,RH-2,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.77533,-122.44961
AT&T,CCL07391F_R03,CRAN_RSFR_SFOK10_038,1145,002,RH2,80-D,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.77500,-122.45219
AT&T,CCL07392F_R01,CRAN_RSFR_VISTA_002,2617,063,RH-2,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76441,-122.44586
AT&T,CCL07392F_R02,CRAN_RSFR_VISTA_010,1270,039,RH-3,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.766934,-122.44628
AT&T,CCL07392F_R03,CRAN_RSFR_VISTA_011,1255,030,RH-3,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76787,-122.44643
AT&T,CCL07394F_R01,CRAN_RSFR_VISTA_005,1007,015,NCD,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.78832,-122.44654
AT&T,CCL07394F_R02,CRAN_RSFR_VISTA_006,1020,036,NCD,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.78773,-122.45020
AT&T,CCL07394F_R03,CRAN_RSFR_VISTA_014,1009,007,NCD,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.78803,-122.44883
AT&T,CCL07395F_R01,CRAN_RSFR_VISTA_015,1095,005,NC-3,105-E,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.78251,-122.44237
AT&T,CCL07395F_R02,CRAN_RSFR_SFOK10_043,1209,046,RH-3,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.77336,-122.44614
AT&T,CCL07396F_R03,CRAN_RSFR_SFDT1_003,3739,002,C3OSD,50/85/165,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,"LTE, 5G","1900, 5000, 39000",109,32,Melissa Murphree,925-963-8027,,37.79022,-122.39303
AT&T,CCL07397F_R01,CRAN_RSFR_00003_44,3785,009,SLI,65-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.77324,-122.39155
AT&T,CCL07589F_R01,CRAN_RSFR_SFSO2_009,5501,079,RH-2/NCD,50-X/40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.748159,-122.418086
AT&T,CCL07590F_R01,CRAN_RSFR_SFSO2_012,2658,001,RH2,40-X,Utility,,"voice, video & data",wireless phones & modems,1,Central Office,LTE,"1900, 5000",109,32,Melissa Murphree,925-963-8027,,37.76108,-122.44111
Tmobile,SF03133,,N/A,N/A,N/A,N/A,mixed use,,"voice, video, data",,2,Roof,,1900 / 2100,,51.33585,Rana.Christie30@T-Mobile.com,,Port Authority,37.78891633,-122.3875274
Tmobile,SF03260,,NA,NA,NA,NA,mixed use,,"voice, video, data",,2,Ground,,1900 / 2100,,57.2728,Rana.Christie30@T-Mobile.com,,Port Authority,37.80671111,-122.4053222
Tmobile,SF03268,,NA,NA,NA,NA,mixed use,,"voice, video, data",,4,Ground,,1900 / 2100,,37.33025,Rana.Christie30@T-Mobile.com,,Golden Gate Bridge,37.80683333,-122.4756938
Tmobile,SF23206,,1936,001,N/A,N/A,Flag Pole,,"voice, video, data",,2,Outdoors,,1900 / 2100,,52.1997,Rana.Christie30@T-Mobile.com,,,37.82562700,-122.37397000
Tmobile,LSF1040BA31,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.748299,-122.412275
Tmobile,SF23221,,0453,010,NC-1,40-X,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,46.1466,Rana.Christie30@T-Mobile.com,,,37.805214,-122.423465
Tmobile,SF03037,,5695,024,NC-S,40-X,Commercial,,"voice, video, data",,6,Ground,,700 / 1900 / 2100,,38.1941,Rana.Christie30@T-Mobile.com,,,37.73769411,-122.4085
Tmobile,SF03004,,0014,001,C-2,40-X,Commercial,,"voice, video, data",,6,Ground Floor,,700 / 1900 / 2100,,49.330458,Rana.Christie30@T-Mobile.com,,Port Authority,37.80797222,-122.4109722
Tmobile,SF03292,,3785,023,SLI,65-X,Industrial,,"voice, video, data",,3,Internal,,1900 / 2100,,82.2664,Rana.Christie30@T-Mobile.com,,,37.78274933,-122.4061389
Tmobile,SF23217,,0090,028,NB NCD,40-X,Mixed-Use,,"voice, video, data",,1,Basement,,1900 / 2100,,44.31665,Rana.Christie30@T-Mobile.com,,,37.801721,-122.412001
Tmobile,SF03031,,2901B,017,NC-1,26-X,Mixed-Use,,"voice, video, data",,6,Roof,,1900 / 2100,,45.33345,Rana.Christie30@T-Mobile.com,,,37.74436078,-122.4527778
Tmobile,SF03581,,1519,035A,NC-3,40-X,Residential,,"voice, video, data",,6,Roof,,700 / 1900 / 2100,,76.2093,Rana.Christie30@T-Mobile.com,,,37.77963822,-122.4854441
Tmobile,BA10038,,6474,034,NCD,40-X,non-bldg,,"voice, video, data",,1,Ground,,1900 / 2100,,30,Rana.Christie30@T-Mobile.com,,,37.71042,-122.44733
Tmobile,SF03025,,7519/7520,018/015,RM-1,40-X,Residential,,"voice, video, data",,1,Internal,,1900 / 2100,,41.2992,Rana.Christie30@T-Mobile.com,,,37.74427744,-122.4381386
Tmobile,SF03289,,859,025,NC-2,40-X,Mixed-Use,,"voice, video, data",,2,Internal,,1900 / 2100,,43.0045,Rana.Christie30@T-Mobile.com,,,37.77202711,-122.4303049
Tmobile,SF03150,,2831,005,24TH-NOE,40-X,Residential,,"voice, video, data",,2,Roof,,1900 / 2100,,44.0213,Rana.Christie30@T-Mobile.com,,,37.75138889,-122.434333
Tmobile,SF70509,,6570,013,NCT,55-X,Building,,"voice, video, data",,2,Ground,,1900 / 2100,,70,Rana.Christie30@T-Mobile.com,,,37.749047,-122.41794
Tmobile,SF23258,,2979,008,West Portal NCD,40-X,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,28.1394,Rana.Christie30@T-Mobile.com,,,37.74105457,-122.464653
Tmobile,SF70020,,2412,034,NC-3,40X,Public,,"voice, video, data",,3,Basement,,1900 / 2100,,37.151765,Rana.Christie30@T-Mobile.com,,,37.7431,-122.47
Tmobile,SF23287,,6637,021,NC-1,40X,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,46.1466,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.74232379,-122.4259967
Tmobile,SF03047,,6431A,001M,M-1,65-J,Industrial,,"voice, video, data",,6,Roof,,700 / 1900 / 2100,,47.2141,Rana.Christie30@T-Mobile.com,,,37.72333267,-122.3956941
Tmobile,SFB4001,,7099,014,NCD,40-X,Engineering DAS,,"voice, video, data",,N/A,Shelter,,1900 / 2100,,DAS,Rana.Christie30@T-Mobile.com,,DAS,37.71061,-122.448
Tmobile,SF70565,,,,,,Commercial,,"voice, video, data",,2,Roof,,1900 / 2100,,60,Rana.Christie30@T-Mobile.com,,,37.71097,-122.44757
Tmobile,SF53516,,ROW,ROW,RH-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,38.6354,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.77702400,-122.50803700
Tmobile,SF03266,,1527,036,NC-3,40-X,mixed use,,"voice, video, data",,2,Roof,,1900 / 2100,,39.0029,Rana.Christie30@T-Mobile.com,,,37.78027711,-122.4770827
Tmobile,SF70589,,,,,,Commercial,,"voice, video, data",,2,Roof,,1900 / 2100,,35,Rana.Christie30@T-Mobile.com,,,37.73285,-122.39158
Tmobile,SF13414,,1146,24,NC-3,40-X,Commercial,,"voice, video, data",,2,Roof,,1900 / 2100,,46.0221,Rana.Christie30@T-Mobile.com,,,37.78065888,-122.4727482
Tmobile,SF70025,,3206,003,NC-3,65A,Commercial,,"voice, video, data",,6,Basement,,1900 / 2100,,70.32705,Rana.Christie30@T-Mobile.com,,,37.724483,-122.435268
Tmobile,SF03034,,5296,033,NC-3,40-X,Nbr-Com,,"voice, video, data",,1,Roof,,1900 / 2100,,20.1362,Rana.Christie30@T-Mobile.com,,,37.76886044,-122.4381386
Tmobile,SF23245,,1801,049,NC-1,40-X,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,37.761092,Rana.Christie30@T-Mobile.com,,,37.76186665,-122.5060782
Tmobile,SF53322,,ROW,ROW,RH-2,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,42.637,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.7495,-122.508
Tmobile,SF03036,,6800,044,NC-3,40-X,Mixed-Use,,"voice, video, data",,6,Roof,,1900 / 2100,,51.33585,Rana.Christie30@T-Mobile.com,,,37.72872156,-122.4314716
Tmobile,SF53309,,ROW,ROW,RH-2,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,56.5181,Rana.Christie30@T-Mobile.com,,DAS anchor id,37.7785,-122.497
Tmobile,SF23247,,1888,007,R-1,40-X,Hotel/Motel,,"voice, video, data",,1,Roof,,1900 / 2100,,34.1418,Rana.Christie30@T-Mobile.com,,,37.76006782,-122.506987
Tmobile,SF03296,,1586,014,RH-2,40-X,Residential,,"voice, video, data",,1,Basement,,1900 / 2100,,70.2944,Rana.Christie30@T-Mobile.com,,,37.77552711,-122.5041667
Tmobile,SF03127,,N/A,NA,NA,NA,Hospital,,"voice, video, data",,8,Roof,,1900 / 2100,,86.1805,Rana.Christie30@T-Mobile.com,,,37.7816,-122.505
